Index,Name,Address,Latitude,Longitude
1528,"AR River Valley Area Council, Inc. - Freedom House Russellville Arkansas","400 Lake Front Drive Russellville, Arkansas 72802",35.30647659,-93.14489746
1529,River Valley Shelter for Battered Women & Children Russellville Arkansas,"PO Box 2066 Russellville, Arkansas 72811",35.27827072,-93.1348266
1530,Dove House Clinton Arkansas,"Post Office Box 806 Clinton, Arkansas 72031",35.58966446,-92.4691925
1531,Bethlehem House Conway Arkansas,"1115 Parkway Conway, Arkansas 72032",35.09470367,-92.4435806
1532,Haven Conway Conway Arkansas,"Post Office Box 11348 Conway, Arkansas 72032",35.09189606,-92.43470764
1533,New Genesis Food Pantry and Outreach Dermott Arkansas,"721 South Trotter St Dermott, Arkansas 71638",33.51879501,-91.43771362
1534,"Options, Inc. Monticello Arkansas","113 West Gaines St Monticello, Arkansas 71655",33.62896833,-91.79134667
1535,Lori's House Maternity Home Blue Eye Missouri,"PO Box 343 Blue Eye, Missouri 65611",36.5170372,-93.3829869
1536,New Directions of Cross County Wynne Arkansas,"1201 Canal Avenue Wynne, Arkansas 72396",35.22149658,-90.7804184
1537,Gamma House Mountain Home Arkansas Mountain Home Arkansas,"104 East 10th Street Mountain Home, Arkansas 72653",36.33145142,-92.3845443
1538,"Serenity, Inc. Mountain Home Arkansas","Post Office Box 1111 Mountain Home, Arkansas 72654",36.3351059,-92.3852996
1539,The Salvation Army Mountain Home Arkansas,"121 HWY 201 North Mountain Home, Arkansas 72654",36.34396744,-92.3861084
1540,House of Hope Harrison Arkansas,"600 E. Stephenson Harrison, Arkansas 72601",36.22933,-93.10008
1541,Spring River Adult/Child Services Highland Arkansas,"#52 Highland Cove trc Highland, Arkansas 72542",36.2629776,-91.5149765
1542,Aliyah House - Covenant Ministries Hatfield Arkansas,"PO Box 148 Hatfield, Arkansas 71945",34.48566055,-94.3785476
1543,"Families In Transition, Inc. West Memphis Arkansas","Post Office Box 435 West Memphis, Arkansas 72303",35.14645004,-90.192192
1544,8th Street Mission West Memphis Arkansas,"717 East Broadway West Memphis, Arkansas 72301",35.14647675,-90.1758194
1545,East AR Youth Services Marion Arkansas,"104 Cypress Marion, Arkansas 72364",35.22253036,-90.1985397
1546,Hope In Action Shelter Hope Arkansas,"606 W 3rd St Hope, Arkansas 71801",33.6657532,-93.5977579
1547,Womens Crisis Center Ne Arkansas Jonesboro Arkansas,"Post Office Box 721 Jonesboro, Arkansas 72403",35.83639908,-90.7025222
1548,Salvation Army Shelter Jonesboro Jonesboro Arkansas,"800 Cate Street Jonesboro, Arkansas 72401",35.84209442,-90.6970825
1549,Consolidated Youth Services Jonesboro Arkansas,"4220 Stadium Blvd. Jonesboro, Arkansas 72404",35.79105377,-90.66958618
1550,Stepping Stone Sanctuary Trumann Arkansas,"912 W Speedway St Trumann, Arkansas 72472",35.67876,-90.52019
1551,"Children's Home, Inc. Paragould Arkansas","5515 Old Walcott Rd. Paragould, Arkansas 72450",36.0547142,-90.5974578
1552,Mission Outreach of Paragould Paragould Arkansas,"901 E. Lake Paragould, Arkansas 72451",36.05785751,-90.4715957
1553,South AR Youth Services Magnolia Arkansas,"Post Office Box 2058 Magnolia, Arkansas 71753",33.2670725,-93.239334
1554,Southern Christian Mission Magnolia Arkansas,"515 West Monroe Magnolia, Arkansas 71753",33.26475525,-93.24556732
1555,"In God's Hands Transitional Living Home, Inc. Magnolia Arkansas","1032 Mullins St. #24 Magnolia, Arkansas 71753",33.25758743,-93.25551605
1556,Memphis Day Shelter Memphis Tennessee,"383 Poplar Avenue Memphis, Tennessee 38105",35.14778137,-90.042427
1557,Memphis Union Mission Memphis Tennessee,"393 Poplar Avenue Memphis, Tennessee 38105",35.1477356,-90.0422287
1558,Calvary Rescue Mission Memphis Tennessee,"960 S. Third St. Memphis, Tennessee 38106",35.12114716,-90.0541076
1559,"Alpha Omega Veterans Services, Inc. Memphis Tennessee","1183 Madison Avenue Memphis, Tennessee 38104",35.1391319,-90.021839
1560,Safe Harbor of Memphis Memphis Tennessee,"3630 Jackson Avenue Memphis, Tennessee 38108",35.17657089,-89.93925476
1561,Memphis Family Shelter Memphis Tennessee,"766 S Highland St Memphis, Tennessee 38111",35.1106221,-89.9455333
1562,Human Development and Research Services Pine Bluff Arkansas,"Post Office Box 8225 Pine Bluff, Arkansas 71611",34.22353363,-92.0034027
1563,"Committee Against Spouse Abuse, Inc. Pine Bluff Arkansas","Post Office Box 6705 Pine Bluff, Arkansas 71611",34.22353363,-92.0034027
1564,The Salvation Army PineBluff Pine Bluff Arkansas,"501 E. 12th Avenue Pine Bluff, Arkansas 71601",34.21770477,-91.9992141
1565,Haven of Rest Homeless Shelter West Helena Arkansas,"334-336 South Sixth Street West Helena, Arkansas 72390",34.53913879,-90.63900757
1566,"Family Promise of Gainesville, Florida, Inc. Gainesville Florida","226 SW 5th St Gainesville, Florida 32601",29.6499157,-82.3295745
1567,St Francis House Emergency Shelter Gainesville Florida,"413 S. Main St. Gainesville, Florida 32601",29.64804268,-82.3244705
1568,Interfaith Hospitality Network Gainesville Florida,"not disclosed. Gainesville, Florida 32601",29.64225197,-82.3289108
1569,GRACE Marketplace Gainesville Florida,"3055 NE 28th Drive Gainesville, Florida 32609",29.6796159,-82.2879405
1570,Interfaith Hospitality Network Orlando Orlando Florida,"2313 North Orange Avenue Orlando, Florida 32804",28.5726757,-81.3728027
1571,Salvation Army Orlando Women's and Children's Shelter Orlando Florida,"400 W Colonial Dr Orlando, Florida 32804",28.55286217,-81.3843536
1572,Salvation Army Men's Shelter Orlando Orlando Florida,"624 Lexington Ave Orlando, Florida 32804",28.55216217,-81.3842086
1573,Salvation Army Orlando Adult Rehab Center Orlando Florida,"3955 West Colonial Drive Orlando, Florida 32808",28.55379295,-81.42763519
1574,Orlando Coalition For Homeless Men's Service Center Orlando Florida,"18 N Terry Ave Orlando, Florida 32801",28.54262797,-81.38703703
1575,Coalition for the Homeless of Central Florida Orlando Florida,"639 W Central Blvd Orlando, Florida 32801",28.54213715,-81.3878173
1576,Orlando Union Rescue Mission Men's Division Orlando Florida,"410 W Central Blvd Orlando, Florida 32801",28.54186249,-81.3840942
1577,Covenant House Florida Orlando Florida,"5931 E Colonial Drive Orlando, Florida 32807",28.56104469,-81.3073425
1578,Rescue Outreach Mission Sanford Florida,"1701 W 13th St Sanford, Florida 32771",28.80056381,-81.2858657
1579,Anthony House - Transitional Housing Zellwood Florida,"6215 Holly St Zellwood, Florida 32798",28.7426447,-81.614282
1580,Helping Hands Ministries - Day Shelter Eustis Florida,"16 W. St. Louis Ave. Eustis, Florida 32727",28.83568954,-81.6860275
1581,H.O.M.E. of Osceola Kissimmee Florida,"330 N Beaumont Ave Kissimmee, Florida 34741",28.2958757,-81.4106462
1582,Family Renew Community DeLand Florida,"259 W. Voorhis Ave.  DeLand, Florida 32720",29.02458382,-81.3065185
1583,The Foundation Davenport Florida,"Polo Park Davenport, Florida 33897",28.3377818,-81.6651029
1584,Mary's Shelter of the Treasure Coast For Women Stuart Florida,"1033 E 14th St Stuart, Florida 34995",30.35220381,-81.64237729
1585,City Rescue Mission Jacksonville Florida,"234 W. State Street Jacksonville, Florida 32201",30.33354378,-81.6591186
1586,Mission House - Day Shelter Jacksonville Beach Florida,"800 Shetter Ave Jacksonville Beach, Florida 32250",30.28717995,-81.3973846
1587,IM Sulzbacher Center for the Homeless Jacksonville Florida,"611 E Adams St Jacksonville, Florida 32202",30.326321,-81.649352
1588,Trinity Rescue Mission Jacksonville Florida,"622 W Union St Jacksonville, Florida 32202",30.333702,-81.664221
1589,Trinity Rescue Mission Women and Children’s Center Jacksonville Florida,"622 West Union Street Jacksonville, Florida 32202",30.333702,-81.664221
1590,Clara White Mission Jacksonville Florida,"613 West Ashley Street Jacksonville, Florida 32202",30.33242035,-81.6643142
1591,Youth Crisis Center Jacksonville Florida,"3015 Parental Home Road Jacksonville, Florida 32216",30.2897377,-81.5873565
1592,Mary & Martha House Emergency Shelter and Transitional Housing for Women Ruskin Florida,"1009 1st St SW Ruskin, Florida 33575",27.709394,-82.435569
1593,Beth-El Mission Farm Workers Assistance Wimauma Florida,"18240 Hwy 301 S Wimauma, Florida 33598",27.66353798,-82.3628082
1594,The Salvation Army Red Shield Lodge Emergency Shelter Tampa Florida,"1514 N. Florida Avenue Tampa, Florida 33602",27.959314,-82.459481
1595,Metropolitan Ministries Tampa Florida,"2301 North Tampa Street Tampa, Florida 33602",27.9638958,-82.4601593
1596,Salvation Army (Red Shield Lodge) St Petersburg Florida,"310 14th Ave South St Petersburg, Florida 33701",27.756825,-82.637295
1597,Homeless Helping Homeless Tampa Florida," 3000 N. Florida Ave Tampa, Florida 33603",27.971135,-82.459678
1598,ALPHA House For Pregnant Women St Petersburg Florida,"701 5th Ave North St Petersburg, Florida 33701",27.77773666,-82.642807
1599,St Petersburg Free Clinic Women's Residence St Petersburg Florida,"863 3rd Ave N St Petersburg, Florida 33701",27.7754364,-82.6459655
1600,FSJ Rooming House Tampa Florida,"4202 N Nebraska Ave Tampa, Florida 33603",27.9834938,-82.4515533
1601,ACTS Tampa Tampa Florida,"4612 N. 56th Street Tampa, Florida 33610",27.98759,-82.3948071
1602,St. Petersburg Free Clinic Men's Residence. St Petersburg Florida,"3835 28th St N St Petersburg, Florida 33714",27.8070636,-82.6732747
1603,Dee's House of Comfort For Veterans Tampa Florida,"4428 E. Sligh Ave Tampa, Florida 33610",28.01091,-82.40599
1604,Dawning Family Services Tampa Florida,"6718 N Armenia Ave Tampa, Florida 33604",28.00859,-82.48504
1605,New Beginnings of Tampa Tampa Florida,"8535 North Nebraska Avenue Tampa, Florida 33604",28.0276784,-82.451042
1606,The St Petersburg City Refuge St Petersburg Florida,"PO BOX 41005 St Petersburg, Florida 33743",27.78401947,-82.72750854
1607,Tampa Angels Shelter For The Homeless Cold Weather Shelter Tampa Florida,"11731 N. 15th Street Tampa, Florida 33612",28.0569458,-82.4423217
1608,Pinellas Hope Clearwater Florida,"5726 126th Avenue North Clearwater, Florida 33760",27.88638115,-82.7095031
1609,Pinellas Safe Harbor Clearwater Florida,"14840 49th St N Clearwater, Florida 33762",27.9061723,-82.7021509
1610,"Heaven on Earth for Veterans, Inc. St. Pete Beach Florida","P.O. Box 66676 St. Pete Beach, Florida 33736",27.74311447,-82.74809265
1611,Salvation Army Bradenton Emergency Shelter Bradenton Florida,"1204 14th Street West Bradenton, Florida 34205",27.48893738,-82.5754547
1612,Recovery Services of Tampa Bay Tampa Florida,"1812 E 143rd Ave #2 Tampa, Florida 33613",28.08696365,-82.4698638
1613,Haven of RCS Domestic Violence Shelter Clearwater Florida,"P.O. Box 10594 Clearwater, Florida 33757",27.97999954,-82.77999878
1614,"Homeless Emergency Project, Inc. (HEP) Clearwater  Florida","1120 N. Betty Lane Clearwater , Florida 33755",27.97676086,-82.7838363
1615,Safe Families for Children  Lakeland Florida,"29 W. Smith St Lakeland, Florida 33801",28.1009162,-82.019072
1616,Leesburg Neighborhood Center Leesburg Florida,"1010 N Boulevard East Leesburg, Florida 34748",28.78140068,-81.879898
1617,Christian Care Center Men's Residence Leesburg Florida,"115 N. 13th St. Leesburg, Florida 34748",28.81162453,-81.8852462
1618,Christian Care Center Samaritan Inn Leesburg Florida,"115 N. 13th Street  Leesburg, Florida 34748",28.81162453,-81.8852462
1619,Christian Care Center Rescue Mission Leesburg Florida,"115 N 13th St Leesburg, Florida 34748",28.8115439,-81.88539
1620,Christian Care Center Women's Care Center Leesburg Florida,"1309 High Street Leesburg, Florida 34748",28.8122654,-81.8855667
1621,Christian Care Center Leesburg Florida,"1309 High Street #102 Leesburg, Florida 34748",28.812098,-81.885715
1622,Hannah's House (Home for Women & Children) Wauchula Florida,"P.O. Box 339 Wauchula, Florida 33873",27.5472589,-81.8114715
1623,Charlotte County Homeless Coalition - Safe House Emergency Homeless Shelter Port Charlotte Florida,"1476 Kenesaw Street Port Charlotte, Florida 33948",27.00563812,-82.1582031
1624,North Port Social Services North Port Florida,"6919 OUTREACH WAY North Port, Florida 34287",27.07692719,-82.2360839
1625,Austin Hepburn Senior Mini Center Hallandale Beach Florida,"750 NW 8th Avenue Hallandale Beach, Florida 33009",25.9936852,-80.1584338
1626,Jubilee Center of South Broward Inc Hollywood Florida,"2020 Scott St Hollywood, Florida 33020",26.01704979,-80.1417923
1627,The Homeless Voice Shelter Fort Lauderdale Florida,"4361 SW 25th Street Fort Lauderdale, Florida 33317",26.02185631,-80.1431427
1628,Broward Outreach Center Hollywood Hollywood Florida,"2056 Scott Street Hollywood, Florida 33022",26.0295639,-80.149002
1629,Rebel's Drop in Center Hollywood Florida,"3400 North 29th Avenue Hollywood, Florida 33020",26.04004,-80.16629
1630,Salvation Army Miami Edison Corps Social Services Miami Florida,"361 NW 67 St Miami, Florida 33138",25.8361377,-80.2030499
1631,Concept House Miami Florida,"162 NE 49th St Miami, Florida 33137",25.82025337,-80.1925735
1632,Salvation Army Fort Lauderdale Fort Lauderdale Florida,"1445 W. Broward Blvd Fort Lauderdale, Florida 33312",26.1223259,-80.1607666
1633,Salvation Army Hialeah Support Services Hialeah Florida,"7450 W. Fourth Ave Hialeah, Florida 33014",25.89045143,-80.2938079
1634,New Life Family of Catholic Charities Miami Florida,"3620 NW 1st Ave Miami, Florida 33127",25.81062508,-80.1975479
1635,Broward Partnership for the Homeless Central Campus Ft Lauderdale Florida,"920 NW 7th Avenue Ft Lauderdale, Florida 33311",26.13525391,-80.150772
1636,Covenant House Florida Fort Lauderdale Florida,"733 Breakers Avenue Fort Lauderdale, Florida 33304",26.13369751,-80.1056976
1637,Miami City Mission Youth Center Miami Florida,"3033 NW 7th Ave Miami, Florida 33238",25.805205,-80.207094
1638,BC Central Homeless Assistance Center Fort Lauderdale Florida,"920 NW 7 Avenue Fort Lauderdale, Florida 33311",26.13577461,-80.1504364
1639,Douglas Gardens CMHC - Homeless Assistance Program Miami Beach Florida,"701 Lincoln Rd Miami Beach, Florida 33139",25.79063606,-80.135559
1640,Salvation Army Miami Adult Rehab Center Miami Florida,"2236 NW Miami Court Miami, Florida 33127",25.79875183,-80.1963577
1641,Miami Rescue Women Miami Florida,"2250 NW 1st Ave Miami, Florida 33127",25.79865456,-80.1969528
1642,Hope South Florida Fort Lauderdale Florida,"1100 N Andrews Ave Fort Lauderdale, Florida 33311",26.138972,-80.143995
1643,The Salvation Army - Red Shield Lodge Miami Florida,"1907 NW 38th Street Miami, Florida 33142",25.8116507,-80.2304758
1644,Miami Rescue Mission Miami Florida,"2159 NW 1st Ct Miami, Florida 33127",25.7979137,-80.19751
1645,Homeless Assistance Center - Chapman Center Miami Florida,"1550 N Miami Avenue Miami, Florida 33136",25.78995514,-80.1948547
1646,Chapman Partnership Miami Florida,"1550 North Miami Avenue Miami, Florida 33136",25.78959846,-80.1955261
1647,Lotus House Miami Florida,"217 NW 15th St Miami, Florida 33136",25.7897622,-80.2013984
1648,M. Teresa Mission of Charity Miami Florida,"724 NW 17th St Miami, Florida 33127",25.79136276,-80.2073898
1649,Camillus House Miami Florida,"1603 NW 7th Avenue Miami, Florida 33136",25.79068,-80.206472
1650,Eyes On God Homeless Shelter Miami Florida,"223 E Flagler St # 218 Miami, Florida 33131",25.77427483,-80.1897049
1651,Miami Dade Homeless Trust Miami Florida,"111 NW 1st St Miami, Florida 33128",25.77597,-80.19697
1652,Broward County Homeless HelpLine Fort Lauderdale Florida,"3217 NW 10th Terrace Suite 307 Fort Lauderdale, Florida 33309",26.16877556,-80.1572265
1653,Lippman Youth Shelter Oakland Park Florida,"221 Northwest 43rd Court Oakland Park, Florida 33309",26.18045044,-80.1483612
1654,Silver Impact Day Shelter Lauderhill Florida,"7155 W Oakland Park Blvd Lauderhill, Florida 33319",26.1653044,-80.2425581
1655,Haitian Evangelical Baptist Church Food Pantry Pompano Beach Florida,"153 NW 12th Street Pompano Beach, Florida 33060",26.243571,-80.124272
1656,St. Laurence Chapel Homeless Day Shelter Pompano Beach Florida,"1698 Blount Road Pompano Beach, Florida 33069",26.2504918,-80.1637835
1657,Broward Partnership for the Homeless North Campus Pompano Beach Florida,"1700 Blount Road Pompano Beach, Florida 33069",26.252871,-80.163853
1658,Salvation Army Boca Raton Social Services Boca Raton Florida,"300 SW 2nd Avenue Boca Raton, Florida 33432",26.34659958,-80.08953857
1659,New Testament Mission Sebring Florida,"604 Lemon St Sebring, Florida 33870",27.50011253,-81.4364852
1660,Frostproof Care Center Frostproof Florida,"17 S Scenic Hwy Frostproof, Florida 33843",27.74533767,-81.53018333
1661,Lake Wales Care Center Lake Wales Florida,"140 East Park Ave Lake Wales, Florida 33853",27.90251732,-81.5889892
1662,"George W. Harris, Jr. Runaway & Youth Crisis Shelter Bartow Florida","1060 US Highway 17 South Bartow, Florida 33830",27.8868079,-81.8272716
1663,South Miami Dade Center Homestead Florida,"28205 SW 125 Avenue Homestead, Florida 33033",25.50570679,-80.391159
1664,YWCA Harmony House West - For Women and Children Belle Glade Florida,"not disclosed Belle Glade, Florida 33430",26.6845104,-80.6675577
1665,Belle Glade Families First of Palm Beach County  Belle Glade ,"1500 NW Avenue L, Suite B Belle Glade,  33430",26.6967756,-80.6817188
1666,"Shepherd LightHouse, Inc - Transitional Housing Belleview Florida","5930 S.E. Robinson Road  Belleview, Florida 34420",29.06195831,-82.0509872
1667,Salvation Army - Center of Hope Ocala Florida,"320 NW 1st Ave Ocala, Florida 34478",29.18966484,-82.1379547
1668,Interfaith Emergency Services Ocala Florida,"435 NW 2nd Street Ocala, Florida 34478",29.18873787,-82.1408844
1669,"CASA - Domestic Violence, Domestic Violence Services Inverness Florida","P.O. Box 205 Inverness, Florida 34451",28.84000015,-82.3300018
1670,Mission in Citrus Inc - Veterans Shelter Inverness Florida,"306 South Park Ave Inverness, Florida 34452",28.831148,-82.329268
1671,The Path of Citrus County Beverly Hills Florida,"21 S. Melbourne St. Beverly Hills, Florida 34465",28.925577,-82.461217
1672,Mission in Citrus Inc Crystal River Florida,"2488 North Pennsylvania Ave Crystal River, Florida 34428",28.89855766,-82.5614852
1673,Annie Johnson Senior Center Dunnellon Florida,"1991 Testcourt Dunnellon, Florida 34430",29.04879951,-82.4610977
1674,"The Sanctuary Mission, Inc Homosassa ","7463 W. Grover Cleveland Blvd. Homosassa, Florida 34446",28.804534,-82.557915
1675,"Jericho Road Ministries, Inc Women's Shelter Brooksville Florida","1163 Howell Ave Brooksville, Florida 34601",28.57284164,-82.3799133
1676,The Life Center of Hernando Brooksville Florida,"PO Box 10141 Brooksville, Florida 34603",28.5552719,-82.3878709
1677,"Jericho Road Ministries, Inc Men's shelter Brooksville Florida","1090 Mondon Hill Rd.  Brooksville, Florida 34601",28.55602837,-82.3758316
1678,Mid Florida Community Services Brooksville Florida,"820 Kennedy Blvd Brooksville, Florida 34601",28.54486275,-82.373558
1679,Family Promise of South Palm Beach County Delray Beach Florida,"840 George Bush Boulevard Building D Delray Beach, Florida 33483",26.473469,-80.0642584
1680,Community Caring Center Boynton Beach Florida,"145 NE 4th Avenue Boynton Beach, Florida 33435",26.5309013,-80.0624785
1681,The Lord's Place Men's Campus Boynton Beach - William H. Mann Place for Men Boynton Beach Florida,"1750 NE Fourth Street Boynton Beach, Florida 33435",26.5428009,-80.0579223
1682,Vetsville Cease Fire House - Veterans Service Boynton Beach Florida,"291 N.E. 19th Avenue Boynton Beach, Florida 33435",26.54667854,-80.0627288
1683,Faith Farm Boynton Beach Florida,"9538 Highway 441 Boynton Beach, Florida 33437",26.53424454,-80.2052459
1684,Salvation Army Lake Worth Social Services Lake Worth Florida,"4051 Kirk Road Lake Worth, Florida 33460",26.61712646,-80.1062698
1685,Burckle Place Lake Worth Florida,"Not disclosed Lake Worth, Florida 33460",26.61626053,-80.05724335
1686,Adopt a Family of Palm Beaches Lake Worth Florida,"1712 2nd Ave North Lake Worth, Florida 33460",26.61848,-80.06553
1687,Family Promise of North Central Palm Beach County West Palm Beach Florida,"1003 Allendale Road West Palm Beach, Florida 33405",26.687146,-80.065123
1688,The Salvation Army Center of Hope West Palm Beach West Palm Beach Florida,"1577 North Military Trail West Palm Beach, Florida 33409",26.70026016,-80.1138763
1689,Salvation Army Area Command West Palm Beach Florida,"2122 Palm Beach Lakes Blvd West Palm Beach, Florida 33409",26.712606,-80.094074
1690,Halle Place West Palm Beach Florida,"627 6t Street West Palm Beach, Florida 33401",26.71932,-80.058005
1691,Program REACH at Adopt a Family West Palm Beach Florida,"1320 Henrietta Ave West Palm Beach, Florida 33401",26.72533417,-80.0569992
1692,St. Ann Place - OutReach Center West Palm Beach Florida,"2107 North Dixie Hwy. West Palm Beach, Florida 33407",26.73248672,-80.0530319
1693,The Lord's Place West Palm Beach Florida,"2808 N. Australian Ave West Palm Beach, Florida 33407",26.73883629,-80.0680542
1694,The Lords Place Family Emergency Shelter West Palm Beach Florida,"2808 N Australian Avenue West Palm Beach, Florida 33407",26.73883629,-80.0680542
1695,Senator Philip D. Lewis Center West Palm Beach Florida,"1000 45th St West Palm Beach, Florida 33407",26.75315475,-80.0652236
1696,GulfStream Goodwill West Palm Beach Florida,"1715 Tiffany Drive East West Palm Beach, Florida 33407",26.75453,-80.0815
1697,Cafe of Life Bonita Springs Florida,"10540 Childers St  Bonita Springs, Florida 34135",26.339347,-81.778183
1698,Sunlight Home Naples Florida,"PO Box 9194 Naples, Florida 34101",26.14179993,-81.7949981
1699,Salvation Army Naples Florida,"3180 Estey Ave Naples, Florida 34101",26.14203262,-81.7671432
1700,St. Matthew's House Naples Florida,"2001 Airport Rd. S. Naples, Florida 34112",26.1346302,-81.7656326
1701,Catholic Charities Family Resource Center Naples Florida,"3174 Tamiami Trail E Naples, Florida 34112",26.12725,-81.76771
1702,Assembly Center Naples Florida,"3805 The Lord's Way Naples, Florida 34114",26.11732101,-81.6829681
1703,Salvation Army Red Shield Lodge Fort Myers Florida,"2400 Edison Ave Fort Myers, Florida 33901",26.63336372,-81.8642425
1704,Ft Myers Rescue Mission Ft Myers Florida,"6900 Mission Lane Ft Myers, Florida 33916",26.64326096,-81.8325119
1705,Serenity Center and Shelter Fort Myers Florida,"4231 Desoto Ave. Fort Myers, Florida 33905",26.66246033,-81.8277053
1706,Ann's Restoration House Fort Myers Florida,"599 Carolina Ave Fort Myers, Florida 33905",26.66727638,-81.8156204
1707,Immokalee Friendship House Immokalee Florida,"602 W Main St Immokalee, Florida 34142",26.41873741,-81.4222488
1708,The Valley Of Love Homeless shelter Riviera Beach Florida,"1901 Broadway Riviera Beach, Florida 33404",26.77847481,-80.0552139
1709,Holy Ground Shelter For The Homeless Riviera Beach Florida,"200 W 20th St Riviera Beach, Florida 34667",26.778953,-80.059714
1710,Salvation Army Shelter - Center of Hope Sarasota Florida,"1400 10th Street Sarasota, Florida 34236",27.34479904,-82.5419464
1711,Resurrection House Sarasota Florida,"507 Kumquat Court Sarasota, Florida 34237",27.34045029,-82.5397567
1712,Harvest House Transitional Centers Sarasota Florida,"3650 17th Street Sarasota, Florida 6123",27.351534,-82.495805
1713,Our Mother's House Venice ,"P.O. Box 2240 Venice, Florida 34284",27.0997775,-82.4542632
1714,The Lado Loop Home and Sanctuary Wesley Chapel ,"4158 Lado Dr Wesley Chapel, Florida 33543",28.2177529,-82.2654958
1715,Lighthouse Ministries - Men's Gospel Rescue Mission Lakeland Florida,"117 E. Magnolia St Lakeland, Florida 33802",28.049263,-81.9570922
1716,Talbot House Ministries of Lakeland Lakeland Florida,"814 N Kentucky Ave Lakeland, Florida 33801",28.05145454,-81.9553527
1717,St. Francis Women & Children's Services Lakeland Florida,"801 E Memorial Blvd Lakeland, Florida 33801",28.0549579,-81.9489628
1718,The Rope Center Hudson Florida,"14121 Water Tower Drive Hudson, Florida 34667",28.36262703,-82.6982269
1719,The Sheltering Tree Bunnell Florida,"205 N. Pine Street Bunnell, Florida 32110",29.46739578,-81.2580947
1720,Family Renew Community Holly Hill Florida,"810 Ridgewood Ave. Holly Hill, Florida 32117",29.23934937,-81.0381622
1721,Daytona Rescue Mission Holly Hill Florida,"501 Ridgewood Ave Holly Hill, Florida 32117",29.234709,-81.034953
1722,Homeless Coallition Daytona Beach Daytona Beach Florida,"316 North St Daytona Beach, Florida 32114",29.22165871,-81.028984
1723,Halifax Urban Ministries Daytona Beach Florida,"215 Bay Street Daytona Beach, Florida 32122",29.21306801,-81.022583
1724,Palmetto House Daytona Beach Florida,"336 S Palmetto Ave Daytona Beach, Florida 32114",29.20617676,-81.0190582
1725,Family Renew Community Daytona Beach Florida,"105 South St.  Daytona Beach, Florida 32114",29.20032692,-81.0139465
1726,R L Simmons House Palatka Florida,"2600 Peters ST Palatka, Florida 32177",29.6540534,-81.6562881
1727,Housing For Homeless Rockledge Florida,"4087 S US 1 Suite 3 Rockledge, Florida 32955",28.29057,-80.69768
1728,Central Brevard Sharing Center Cocoa Florida,"113 Aurora Street Cocoa, Florida 32922",28.35448265,-80.7492446
1729,Christian Mission Bargain Center Shelter and Services Geneva Geneva Alabama,"801 East Town Avenue Geneva, Alabama 36340",31.03310013,-85.8647995
1730,Crestview Area Shelter for the Homeless Crestview Florida,"120 Duggan Avenue Crestview, Florida 32536",30.74396167,-86.56591833
1731,"Opportunity Place, Inc. - For Women And Families Fort Walton Beach Florida","305 Lovejoy Road Fort Walton Beach, Florida 32548",30.424694,-86.652834
1732,Fresh Start Fort Walton Beach Florida,"8 Bobolink St NE Fort Walton Beach, Florida 32548",30.414853,-86.61161
1733,Shelter House Domestic and Sexual Violence Center Fort Walton Beach Florida,"16 Ferry Road SE Fort Walton Beach, Florida 32548",30.4107702,-86.6011613
1734,Hosanna House Destin Florida,"PO Box 5094 Destin, Florida  3254",30.3935337,-86.4957833
1735,Alpha Omega Saint Augustine Florida,"1797 Old Moultrie Road Suite 107 Saint Augustine, Florida 32084",29.8685688,-81.326717
1736,Betty Griffin House Domestic Violence Shelter Saint Augustine Florida,"1375 Arapaho Avenue Saint Augustine, Florida 32084",29.87826729,-81.3231277
1737,Emergency Services and Homeless Coalition St Johns County St. Augustine ,"62 Chapin St St. Augustine,  32084",29.8927611,-81.32948
1738,St. Francis Housing Crisis Center Saint Augustine Florida,"70 Washington St Saint Augustine, Florida 32084",29.8884449,-81.3137588
1739,Image of Christ - The Village Shelter Fort Pierce Florida,"1203 Orange Avenue Fort Pierce, Florida 34950",27.44669724,-80.3358383
1740,Hope For Families Center Vero Beach Florida,"720 4th Street Vero Beach, Florida ",27.60893631,-80.3872909
1741,The Source Vero Beach Florida,"1015 Commerce Avenue Vero Beach, Florida 32960",27.61995125,-80.3899536
1742,Samaritan Center Transititional Housing Vero Beach Florida,"3650 41st St Vero Beach, Florida 32967",27.66869217,-80.42221833
1743,Salvation Army Compassion House Shelter Stuart Florida,"821 SE Martin Luther King Jr. Blvd Stuart, Florida 34994",27.1945242,-80.240042
1744,Jesus House of Hope Inc Stuart Florida,"2484 SE Bonita Street Stuart, Florida 34997",27.16695595,-80.2192535
1745,St Vincent DePaul Society Hobe Sound Florida,"12001 SE Federal Hwy Hobe Sound, Florida 33455",27.0586319,-80.1360931
1746,Loaves and Fishes Pensacola Florida,"257 East Lane St Pensacola, Florida 32501",30.42219925,-87.2253036
1747,M-Power House - Youth shelter ages: 16 to 21 years Pensacola  Florida,"Private location Pensacola , Florida 32503",30.43811989,-87.21156311
1748,Salvation Army Lodge Pensacola Florida,"1310 North S St Pensacola, Florida 32505",30.42592417,-87.24522067
1749,Heavenly Blessings Mission Pensacola Florida,"1614 North T Street Pensacola, Florida 32505",30.42838287,-87.2463684
1750,The Waterfront Rescue Mission Pensacola Florida,"380 W. Herman Street Pensacola, Florida 32505",30.44922829,-87.2359466
1751,Alfred Washburn Center Pensacola Florida,"31 Murphy Lane Pensacola, Florida 32505",30.46530533,-87.2393798
