Name,Address,State,Zipcode,Latitude,Longitude,Code
TENANCY AND INDEPENDENCE PROGRAM Hyannis Massachusetts,460 West Main Street Hyannis,Massachusetts,02601,41.64992904663,-70.31275177002,MA
Somerville Homeless Coalition Adult Shelter Somerville Massachusetts,14 Chapel St. Somerville,Massachusetts,02144,42.39871216,-71.1208877,MA
Housing Families Inc. Malden Massachusetts,919 Eastern Ave Malden,Massachusetts,02148,42.42440414,-71.0559082,MA
Hildebrand Family Self-Help Center - Congregate Family Shelter Cambridge Massachusetts,614 Massachusetts Avenue 3rd floor Cambridge,Massachusetts,02139,42.36504745483,-71.103187561035,MA
Family Shelter Project Hope Dorchester Massachusetts,45 Magnolia Street Dorchester,Massachusetts,02125,42.31731414795,-71.070602416992,MA
MASS BAY CHAPTER AMERICAN RED CROSS Boston Massachusetts,285 Columbus Ave. Boston,Massachusetts,02116,42.34716415405,-71.073829650879,MA
CARDINAL MEDEIROS CENTER Boston Massachusetts,25 Isabella Street Boston,Massachusetts,02118,42.34587478638,-71.066078186035,MA
Mary Eliza Mahoney House Family Shelter Roxbury Massachusetts,41R Dimock Street Roxbury,Massachusetts,02119,42.3200264,-71.0971679,MA
Sojourner House Family Shelter Roxbury Massachusetts,85 Rockland Street Roxbury,Massachusetts,02119,42.32244492,-71.087471,MA
Nazareth Residence For Mothers & Children Roxbury Massachusetts,91 Regent Street Roxbury,Massachusetts,02119,42.32350922,-71.0876236,MA
Urban Ministries Renewal House Domestice Violence Shelter Roxbury Massachusetts,10 Putnam Street Roxbury,Massachusetts,02119,42.3295249939,-71.089004516602,MA
Shelter at 112 Southampton Street - Boston Public Health Commission Boston Massachusetts,112 Southampton St. Boston,Massachusetts,02218,42.3323143,-71.069211,MA
Shelter at 112 Southampton Street Boston Massachusetts,112 Southampton Street Boston,Massachusetts,02118,42.3323143,-71.0692111,MA
Woods Mullen Shelter and Services Boston Massachusetts,794 Massachusetts Ave Boston,Massachusetts,02118,42.33359146,-71.0730896,MA
Rosie's Place For Women Roxbury Massachusetts,889 Harrison Avenue Roxbury,Massachusetts,02118,42.33395004,-71.0767288,MA
Casa Myrna Vazquez Domestic Violence Support Boston Massachusetts,PO Box 180019 Boston,Massachusetts,02118,42.33779525757,-71.070579528809,MA
Betty's Place - Boston YWCA Boston Massachusetts,40 Berkley Street Boston,Massachusetts,02116,42.3460229,-71.0708842,MA
WOMEN UNIT SHELTER Boston Massachusetts,363 Albany Street Boston,Massachusetts,02118,42.34240722656,-71.062873840332,MA
HARBORLIGHT SALVATION ARMY SHELTER Boston Massachusetts,407 Shawmut Avenue Boston,Massachusetts,02118,42.34037399292,-71.073577880859,MA
Attleboro Area Council of Churches Attleboro Massachusetts,95 Pine Street Attleboro,Massachusetts,02703,41.94069290161,-71.281356811523,MA
FAMILIES IN TRANSITION Boston Massachusetts,316 Huntington Avenue Boston,Massachusetts,02115,42.34075164795,-71.08738708496101,MA
Pine Street Inn Boston - Men's Shelter Boston Massachusetts,444 Harrison Avenue Boston,Massachusetts,02118,42.34295654,-71.0649719,MA
METROPOLITAN BOSTON HOUSING PARTNERSHIP Boston Massachusetts,569 Columbus Avenue Boston,Massachusetts,02118,42.34083938599,-71.08162689209,MA
The Women's Inn at Pine Street Boston Massachusetts,363 Albany Street Boston,Massachusetts,02118,42.34260177612,-71.06324005127,MA
Eastside Family Shelter Rosedale Maryland,9100 Franklin Square Drive Suite 108 Rosedale,Maryland,21237,39.35048676,-76.4836044,MD
House of Ruth Baltimore Maryland,2201 Argonne Drive Baltimore,Maryland,21218,39.33898162842,-76.581893920898,MD
"Night of Peace Family Shelter, Inc. Windsor Mill Maryland",7509 Windsor Mill Rd Windsor Mill,Maryland,21244,39.341865,-76.763977,MD
Settlement House - Cecil County Men's Shelter Elkton Maryland,168 W Main St Elkton,Maryland,21921,39.606428,-75.832573,MD
Avery House Treatment Center For Women Halfway House Rockville Maryland,14705 Avery Road Rockville,Maryland,20853,39.09885787964,-77.12518310546899,MD
Helping Hands Shelter Rockville Maryland,622 N. Horners Lane Rockville,Maryland,20850,39.0942955,-77.1441268,MD
HolBrock Estates Assisted Living Baltimore Maryland,3506 Lucille Ave Baltimore,Maryland,21215,39.34321594238,-76.674163818359,MD
"Turnaround, Inc. Towson Maryland",401 Washington Avenue Suite 300 Towson,Maryland,21204,39.3998298645,-76.604934692383,MD
Stepping Stones Shelter Rockville Maryland,P.O. Box 712 Rockville,Maryland,20848,39.08000183,-77.1200027,MD
Dorothy Day Place Women's Shelter Rockville Maryland,5320 Marinelli Road Rockville,Maryland,20850,39.0472589,-77.106516,MD
Sarah's Hope At Hannah More  Reisterstown Maryland,12041 Reisterstown Road Reisterstown,Maryland,21136,39.44828415,-76.815689,MD
Catholic Charities Angel's Watch Shelter Hughesville Maryland,PO Box 613 Hughesville,Maryland,20637,38.5326217,-76.7838559,MD
Rainbow Place (Women Only) Rockville Maryland,215 W. Montgomery Avenue Rockville,Maryland,20850,39.0844841,-77.1577606,MD
Montgomery County HHS Rockville Maryland,401 Hungerford Road Suite 500 Rockville,Maryland,20850,39.08879089355,-77.150505065918,MD
Interfaith Works Women’s Center Rockville Maryland,2 Taft Court Suite 100 Rockville,Maryland,20850,39.09387,-77.13049,MD
Chase Partnership Men's Shelter Rockville Maryland,600 C East Gude Drive  Rockville,Maryland,20850,39.10554886,-77.1448211,MD
"Robert J. Fuller Transitional House Homeless Advocacy Assn., Inc. Waldorf Maryland",3470 Rockefeller Court Waldorf,Maryland,20602,38.61793137,-76.9096069,MD
Charles County Department of Social Services La Plata Maryland, 200 Kent Avenue La Plata,Maryland,20646,38.53099060059,-76.97441864013699,MD
Shepherd’s Table Silver Spring Maryland,8106 Georgia Ave Silver Spring,Maryland,20910,38.9908349,-77.027591,MD
Community Vision of Interfaith Works Silver Spring Maryland,8210 Dixon Avenue Silver Spring,Maryland,20910,38.97974014,-77.0046234,MD
Human Services Programs of Carroll County  Westminster Maryland,10 Distillery Drive Westminster,Maryland,21157,39.5759688,-76.9941016,MD
Bethesda Cares Day Shelter Bethesda Maryland,7728 Woodmont Avenue Bethesda,Maryland,20814,38.98743439,-77.0960006,MD
Home Builders Care Assessment Center (HBCAC) Men's Emergency Shelter Rockville Maryland,600-A East Gude Drive Rockville,Maryland,20850,39.10554886,-77.1448211,MD
Charles County DSS LaPlata Maryland,200 Kent Avenue LaPlata,Maryland,20646,38.53099060059,-76.97441864013699,MD
Safe Havens Rockville Maryland,600-B East Gude Drive Rockville,Maryland,20850,39.1062725,-77.1451807,MD
Veterans Affairs Safe Havens Rockville Maryland,600-B East Gude Drive Rockville,Maryland,20850,39.1062725,-77.1451807,MD
Hannah More Reisterstown Maryland,12041 Reisterstown Rd. Reisterstown,Maryland,21136,39.44828414917,-76.81568908691399,MD
Montgomery County Coalition for the Homeless Rockville Maryland,600-B East Gude Drive Rockville,Maryland,20850,39.10786056519,-77.14217376709,MD
Community Ministry of PG County Warm Nights Shelter Seat Pleasant Maryland,311 68th Place Seat Pleasant,Maryland,20743,38.89135361,-76.9041061,MD
Shepherd's Cove Capitol Heights Maryland,1400 Doewood Lane Capitol Heights,Maryland,20743,38.91052628,-76.9263305,MD
Shepherd's Cove Women's Shelter Capitol Heights Maryland,1400 Doewood Lane Capitol Heights,Maryland,20743,38.91052627563,-76.92633056640601,MD
Prince George's County Family Crisis Center Shelter Brentwood Maryland,3601 Taylor Street Brentwood,Maryland,20722,38.94138717651,-76.958961486816,MD
Cecil County Department of Social Services Elkton Maryland,P.O. Box 2137 Elkton,Maryland,21921,39.60677719,-75.8332748,MD
Cecil County DSS Elkton Maryland,170 East Main Street Elkton,Maryland,21921,39.60841751099,-75.827178955078,MD
Wayfarer's House Elkton Maryland,107 Delaware Avenue Elkton,Maryland,21921,39.60928344727,-75.822021484375,MD
Cecil County Domestic Violence Shelter Elkton Maryland,P.O. Box 2137 Elkton,Maryland,21922,39.61000061035,-75.830001831055,MD
Meeting Ground Emergency Rotating Shelter Elkton Maryland,401 North St Elkton,Maryland,21921,39.612005,-75.830678,MD
Transition Center at Prince George's House Capitol Heights Maryland,603 Addison Road South Capitol Heights,Maryland,20743,38.88113021851,-76.896850585938,MD
Harford County DSS - Homeless Program Bel Air Maryland,2 South Bond Street Bel Air,Maryland,21014,39.53527832031,-76.35101318359399,MD
Muslimat Al Nisaa Baltimore Maryland,5115 Liberty Heights Ave Baltimore,Maryland,21207,39.33302307129,-76.70185089111301,MD
REACH of Washington County Hagerstown Maryland,140 West Franklin Street Suite 300 Hagerstown,Maryland,21740,39.64538192749,-77.722091674805,MD
Advocates for Homeless Families - Homeless Services Frederick Maryland,216 Abrecht Place Frederick,Maryland,21701,39.4144516,-77.4172134,MD
St. Mary's County DSS - Joseph D. Carter Bldg. Leonardtown Maryland,23110 Leonard Hall Drive Leonardtown,Maryland,20650,38.30531692505,-76.63102722168,MD
Samaritan Shelter Pocomoke City Maryland,814 Fourth Street Pocomoke City,Maryland,21851,38.06963729858,-75.570281982422,MD
Worcester County DSS Snow Hill Maryland,299 Commerce Street Snow Hill,Maryland,21863,38.177185058590005,-75.395233154297,MD
"Diakonia Emergency Shelter, Food Pantry Ocean City Maryland",12747 Old Bridge Road Ocean City,Maryland,21842,38.33240891,-75.1073608,MD
Dorchester County DSS Cambridge Maryland,627 Race Street Cambridge,Maryland,21613,38.56625366211,-76.078590393066,MD
Welcome One Emergency Shelter  Belcamp Maryland,1221 C Brass Mill Road Belcamp,Maryland,21017,39.477062225340006,-76.23529815673801,MD
Kent County DSS Chestertown Maryland,350 High Street Chestertown,Maryland,21620,39.21028137207,-76.067863464355,MD
CASA: Citizens Assisting and Sheltering the Abused Hagerstown Maryland,116 W. Baltimore Street Hagerstown,Maryland,21740,39.64030456543,-77.726036071777,MD
Frederick Community Action Agency Frederick Maryland,100 South Market Street Frederick,Maryland,21701,39.41164398,-77.4108505,MD
"Washington County Community Action Council, Inc. Hagerstown Maryland",101 Summit Avenue Hagerstown,Maryland,21740,39.6418762207,-77.724082946777,MD
The Hope Center at Hagerstown Rescue Mission Hagerstown Maryland,125 N. Prospect Street Hagerstown,Maryland,21740,39.646126,-77.7228169,MD
Salvation Army - Hagerstown Hagerstown Maryland,534 W. Franklin Street Hagerstown,Maryland,21740,39.64800262451,-77.728591918945,MD
Allegany County Department of Social Services Cumberland Maryland,1 Frederick Street Cumberland,Maryland,21501,39.65233612061,-78.76336669921899,MD
Grassroots Crisis Intervention Family Shelter Program Columbia Maryland,6700 Freetown Rd Columbia,Maryland,21044,39.1862844,-76.8789323,MD
Project PLASE Baltimore Maryland,1814 Maryland Avenue Baltimore,Maryland,21201,39.31015015,-76.6180191,MD
Turnaround Inc. - Domestic Violence Shelter Baltimore Maryland,1800 N Charles St #404 Baltimore,Maryland,21201,39.3099896,-76.616856,MD
Sarah's Hope Mount Street Baltimore Maryland,1114 N Mount St Baltimore,Maryland,21217,39.3018159,-76.6451533,MD
Allegany County Human Resources Women's Transitional Housing Cumberland Maryland,19 Frederick St Cumberland,Maryland,21502,39.65237426758,-78.76246643066399,MD
"Union Rescue Mission of Western Md., Inc. Cumberland Maryland",16 Queen City Pavement Cumberland,Maryland,21502,39.65195083618,-78.75835418701199,MD
Associated Catholic Charities Prince Frederick Maryland,P.O. Box 779 Prince Frederick,Maryland,20678,38.54040145874,-76.584403991699,MD
"Family Crisis Resource Center, Inc. Cumberland Maryland",146 Bedford Street Cumberland,Maryland,21502,39.654541015629995,-78.761795043945,MD
Alan P. Linton Emergency Shelter Frederick Maryland,27 DeGrange Street Frederick,Maryland,21701,39.4120516,-77.4179135,MD
Randy Sands Men’s Shelter Columbia Maryland,6700 Freetown Road Columbia,Maryland,21044,39.1862844,-76.8789323,MD
"Project ECHO, Inc. Emergency Shelter and Transitional Housing Prince Frederick Maryland",484 Main St Prince Frederick,Maryland,20678,38.5368911,-76.5802034,MD
Christian Emergency Shelter Salisbury Maryland,334 Barclay Street Salisbury,Maryland,21804,38.37156677246,-75.590606689453,MD
"Christian Shelter, Inc. Salisbury Maryland",334 Barclay Street Salisbury,Maryland,21804,38.37156677246,-75.590606689453,MD
HALO Center of Hope Salisbury Maryland,119 South Blvd Salisbury,Maryland,21804,38.35316848755,-75.598274230957,MD
Saint Martin's House - Transitional Housing Women Ridgely Maryland,14374 Benedictine Lane Ridgely,Maryland,21660,39.00313568115,-75.886123657227,MD
Queen Anne's County DH&CS Centreville Maryland,107 N. Liberty Street Centreville,Maryland,21617,39.0456237793,-76.066207885742,MD
His Hope Haven - Cold Weather Shelter Denton Maryland,409 Aldersgate Dr Denton,Maryland,21629,38.8906196,-75.8101003,MD
Mid-Shore Council on Family Violence Denton Maryland,P.O. Box 5 Denton,Maryland,21629,38.88455963,-75.827156,MD
"Caroline County Department of Social Services, Homeless Program Denton Maryland",300 Market Street Denton,Maryland,21629,38.88607025146,-75.831619262695,MD
Frederick Rescue Mission - Beacon House Frederick Maryland,419 W South St Frederick,Maryland,21701,39.4116565,-77.4186949,MD
Veterans Service Centers of America-VSCOA Quantico Maryland,22121 Royal Oak Road Quantico,Maryland,21856,38.34200286865,-75.843612670898,MD
"Neighborhood Service Center, Inc. Easton Maryland",126 Port Street Easton,Maryland,21601,38.77235031128,-76.077674865723,MD
Salvation Army Cambridge MD Cambridge Maryland,200 Washington Street Cambridge,Maryland,21613,38.56178284,-76.0732498,MD
Marian House Baltimore Maryland,949 Gorsuch Avenue Baltimore,Maryland,21218,39.32571411133,-76.603057861328,MD
"Hyacinth Independent/Transitional Living Home, INC Baltimore Maryland",4605 Asbury Avenue Baltimore,Maryland,21230,39.330534,-76.5604862,MD
Grassroots Crisis Intervention - Men's And Women's Shelter Columbia Maryland,6700 Freetown Road Columbia,Maryland,21044,39.18845367,-76.8794555,MD
Mission Possible Ministries Shelter For Men Baltimore Maryland,1932 W North Ave Baltimore,Maryland,21203,39.309993,-76.649092,MD
Manna House Baltimore Maryland,435 E. 25th Street Baltimore,Maryland,21218,39.31795883,-76.6101684,MD
Agape House Homeless Services Baltimore Maryland,1501 North Dukeland Street Baltimore,Maryland,21223,39.30518723,-76.6636581,MD
"Harford Family House, Inc. Aberdeen Maryland",53 E. Bel Air Avenue Suite 3 Aberdeen,Maryland,21001,39.50811386,-76.1599044,MD
Talbot Interfaith Homeless Shelter Easton Maryland,109 Goldborough St Easton,Maryland,21601,38.7759341,-76.07642,MD
Central YMCA Cumberland Maryland,205 Baltimore Avenue Cumberland,Maryland,21502,39.652542114259994,-78.758338928223,MD
Calvert County Department of Social Services Prince Frederick Maryland,200 Duke Street Prince Frederick,Maryland,20678,38.54048538,-76.5806884,MD
"Bea Gaddy's Family Center, Inc. Baltimore Maryland",425 N Chester St Baltimore,Maryland,21231,39.2961823,-76.58742,MD
Bea Gaddy Family Center Homeless Services Baltimore Maryland,425 North Chester Street Baltimore,Maryland,21231,39.29618073,-76.5875778,MD
Women Affairs of Almumtahinah Home Inc(AMH) Baltimore Maryland,P.O.BOX 1462 Baltimore,Maryland,21203,39.29000091553,-76.610000610352,MD
"Helping Other People through Empowerment, Inc. Baltimore Maryland",1426 E. Fairmount Avenue Baltimore,Maryland,21231,39.29225540161,-76.59759521484399,MD
Baltimore Rescue Mission Baltimore Maryland,4 N Central Ave Baltimore,Maryland,21202,39.2917571,-76.5999011,MD
Karis Home Baltimore Maryland,1228 E. Baltimore Street Baltimore,Maryland,21202,39.29143524,-76.6000366,MD
Helping Up Mission Baltimore Maryland,1029 East Baltimore St Baltimore,Maryland,21202,39.2904161,-76.602077,MD
Mi Casa Su Casa Supportive Housing Program Baltimore Maryland,411 Millington Ave. Baltimore,Maryland,21229,39.28106307983,-76.656608581543,MD
Bridges To Housing Stability - Family Housing Assistance Columbia Maryland,9520 Berger Road Suite 311 Columbia,Maryland,21046,39.1745262,-76.8420409,MD
Baltimore Outreach Services Emergency Shelter  Baltimore Maryland,701 South Charles Street Baltimore,Maryland,21230,39.28074646,-76.6144561,MD
South Baltimore Station Baltimore Maryland,140 W. West Street Baltimore,Maryland,21230,39.2761842,-76.6184459,MD
American Rescue Workers Baltimore Maryland,1401 South Hanover Street Baltimore,Maryland,21230,39.27361679,-76.6147918,MD
Laurel Advocacy & Referral Services Laurel Maryland,311 Laurel Avenue Laurel,Maryland,20707,39.10188293,-76.8475265,MD
Family Crisis Center Dundalk Maryland,P. O. Box 3909 Dundalk,Maryland,21222,39.2506633,-76.520518,MD
Sarah's House Fort Meade Maryland,2015 20th Street Fort Meade,Maryland,20755,39.11763382,-76.7285385,MD
Beans and Bread Outreach Center Baltimore Maryland,400 S. Bond Street Baltimore,Maryland,21231,39.286296,-76.595761,MD
Women in Safe Haven - Arundel House of Hope Glen Burnie Maryland,514 North Crain Highway Suite K Glen Burnie,Maryland,21061,39.17207718,-76.6209945,MD
Maryland Center for Veterans Education and Training Baltimore Maryland,301 North High St Baltimore,Maryland,21202,39.293697,-76.60626,MD
Our Daily Bread Baltimore Maryland,411 Cathedral Street Baltimore,Maryland,21201,39.29473114,-76.6166763,MD
"Anne Arundel County Department of Social Services, Homeless Services Annapolis Maryland",80 West Street Annapolis,Maryland,21401,38.97820282,-76.4959106,MD
Light House - Homeless Prevention Support Annapolis Maryland,10 Hudson St Annapolis,Maryland,21401,38.98413,-76.53379,MD
YWCA of Annapolis and Anne Arundel County Domestic Violence Shelter Arnold Maryland,1517 Ritchie Highway Arnold,Maryland,21012,39.0320549,-76.5027389,MD
Chrysalis House Women's Treatment Center Crownsville Maryland,1570 Crownsville Rd Crownsville,Maryland,21032,39.0196762085,-76.59795379638699,MD
Haven Ministries Chester Maryland,PO Box 44 Chester,Maryland,21619,38.95231246948,-76.282669067383,MD
Winter Relief for the Homeless Arundel House of Hope Glen Burnie Maryland,511 S. Crain Highway Glen Burnie,Maryland,21061,39.15695953369001,-76.629081726074,MD
My Sister's Place Baltimore Maryland,123 W. Mulberry Street Baltimore,Maryland,21201,39.29399108887,-76.617477416992,MD
"Arundel House of Hope, Day Resource Center Glen Burnie Maryland",514 North Crain Highway Suite K Glen Burnie,Maryland,21061,39.17207718,-76.6209945,MD
Westside Emergency Men's Shelter Catonsville Maryland,55 Wade Ave Catonsville,Maryland,21228,39.26686096,-76.7221069,MD
Project PLASE Main Office Baltimore Maryland,3601 Old Frederick Road Baltimore,Maryland,21229,39.2832494,-76.6767739,MD
Bon Secours Women's Resources And Day Shelter Baltimore Maryland,10 North Pulaski Street Baltimore,Maryland,21223,39.28846741,-76.6503677,MD
Code Blue Shelter Baltimore - Weinberg Housing and Resource Center Baltimore Maryland,620 Fallsway Baltimore,Maryland,21202,39.2974088,-76.6106194,MD
Pleasant Housing Supportive Housing Baltimore Maryland,10 N. Gilmor Street Baltimore,Maryland,21223,39.28885650635,-76.642677307129,MD
Safe Haven for Men - Arundel House of Hope Glen Burnie Maryland,514 North Crain Highway Suite K Glen Burnie,Maryland,21061,39.17207718,-76.6209945,MD
Community Concepts - Strathglass Family Shelter Rumford Maine,32 Erchles Street Rumford,Maine,04276,44.551421,-70.549982,ME
Preble Street Resource Center Portland Maine,5 Portland Street Portland,Maine,04104,43.6587496,-70.2619433,ME
Trinity Men's Shelter Skowhegan Maine,12 McClellan St Suite 2 Skowhegan,Maine,04976,44.7588768,-69.7245483,ME
New Hope Women's Shelter Solon Maine,111 South Main Street Solon,Maine,04979,44.9448928833,-69.85245513916,ME
The Bangor Area Homeless Shelter Bangor Maine,263 Main Street Bangor,Maine,04401,44.79680252,-68.7738494,ME
Hope House Health and Living Center Bangor Maine,179 Corporate Dr Bangor,Maine,04401,44.8027897,-68.806371,ME
"City of Portland, Oxford Street Shelter for Men Portland Maine",203 Oxford Street Portland,Maine,04101,43.66018295,-70.2601699,ME
Milestone Foundation Emergency Shelter Portland Maine,65 India st Portland,Maine,04101,43.6608495,-70.2502347,ME
Penquis Journey House Dexter Maine,59 Free Street Dexter,Maine,04930,45.01960373,-69.2887649,ME
Salvation Army Lighthouse Shelter Portland Maine,65 Elm Street Portland,Maine,04101,43.6594546,-70.2607674,ME
Harwich Ecumenical Council for the Homeless West Harwich Maine,120 Route 28 3rd Floor West Harwich,Maine,02671,41.6693769,-70.111647,ME
Mid Coast Hospitality House Rockport Maine,169 Old County Rd Rockport,Maine,04856,44.13492,-69.098564,ME
New Beginnings Lewiston Maine,491 Main St. Lewiston,Maine,04240,44.108298,-70.209409,ME
Tedford Housing Brunswick Maine,14 Middle St Brunswick,Maine,04011,43.912958,-69.9669,ME
Sister Mary O'Donnell Homeless Shelter Presque Isle Maine,745 Central Drive Presque Isle,Maine,04769,46.6908226,-68.0338134,ME
Sheltered by Jesus L/A Lewiston Maine,100 Pine St Lewiston,Maine,04240,44.09668,-70.2119,ME
HomePlace of Louisiana Baptist Children's Home Monroe Maine,7200 Desaird St. Monroe,Maine,71203,32.5236456,-92.049691,ME
St. Martin De Porres Residence Inc. Lewiston Maine,PO Box 7227 Lewiston,Maine,04243,44.09999847,-70.2200012,ME
York County Shelter Programs Alfred Maine,147 Shaker Hill Rd Alfred,Maine,04002,43.5017703,-70.714801,ME
Bread Life Ministries Shelter Augusta Maine,155 Hospital Street Augusta,Maine,04330,44.2991294,-69.767067,ME
Emmaus Homeless Shelter Ellsworth Maine,51 Main St Ellsworth,Maine,04605,44.5408852,-68.425139,ME
Rural Community Action Ministry Leeds Maine,81 Church Hill Rd Leeds,Maine,04263,44.30284,-70.1273,ME
Western Maine Homeless Outreach Farmington Maine,547 Wilton Road Farmington,Maine,04938,44.6329048,-70.1534311,ME
Shepherd's Godparent Home - Maternity Shelter Bangor ,PO Box 616 Bangor,Maine,04402,44.8011821,-68.7778138,ME
Barbara's Dwelling Place Bangor Maine,PO Box 616 Bangor,Maine,04402,44.8,-68.78,ME
My Choice Bangor Maine,181 State Street Bangor,Maine,04401,44.80467987,-68.7630004,ME
Hope Haven Gospel Mission Lewiston Maine,209 Lincoln Street Lewiston,Maine,04240,44.09119415,-70.2183303,ME
Mid-Maine Homeless Shelter Waterville Maine,19 Colby St Waterville,Maine,04901,44.55527878,-69.6280899,ME
New Hope Center Cadillac Michigan,4874 Meyer Ave Cadillac,Michigan,49601,44.2681889,-85.383417,MI
Diane Peppler Resource Sault Saint Marie Michigan,698 Post Office Box Sault Saint Marie,Michigan,49783,46.4952996,-84.3453169,MI
Good Samaritan House Newberry Michigan,314 Truman Boulevard Newberry,Michigan,49868,46.35380172729,-85.513427734375,MI
Lydia's Gate Mio Mio Michigan,115 Deyarmond Rd Mio,Michigan,48647,44.6521252,-84.13131,MI
Abundant Life Mission Center Menominee Michigan,1406 10th Ave Menominee,Michigan,49858,45.1081856,-87.620054,MI
Choices of Manistee County Incorporated Manistee Michigan,124 Washington St. Manistee,Michigan,49660,44.25053405762,-86.32379150390601,MI
Pathways Homeless Shelter Port Huron Michigan,511 Union Port Huron,Michigan,48060,42.97065734863,-82.4248046875,MI
Blue Water Safe Horizons Port Huron Port Huron Michigan,1228 6th Street Port Huron,Michigan,48060,42.9708714,-82.425579,MI
Blue Water Area Rescue Mission Port Huron Michigan,1920 24th Street Port Huron,Michigan,48060,42.96320724,-82.4522171,MI
Room At The Inn Marquette Warming Center Marquette Michigan,447 W. Washington Marquette,Michigan,49855,46.5444479,-87.4008871,MI
Open Doors Shelter For Women Kalamazoo Michigan,1215 W. North Street Kalamazoo,Michigan,49006,42.29380035,-85.6250991,MI
City Rescue Mission of Lansing Lansing Michigan,2216 S Cedar St Lansing,Michigan,48910,42.7084694,-84.5484255,MI
Sisters Crisis Pregnancy Ministry Lansing Michigan,1803 Maplewood Avenue Lansing,Michigan,48910,42.7130355835,-84.549713134766,MI
Glass House Lansing Michigan,419 N. Martin Luther King Blvd. Lansing,Michigan,48915,42.73775482178,-84.567489624023,MI
Loaves and Fishes Overnight Shelter Lansing Michigan,831 N. Sycamore Street Lansing,Michigan,48906,42.74337005615,-84.561889648438,MI
City Rescue Mission Lansing Men's Shelter Lansing Michigan,607 E. Michigan Avenue Lansing,Michigan,48912,42.7338116,-84.544257,MI
Volunteers of America Lansing Michigan,430 North Larch Street Lansing,Michigan,48912,42.737804412840006,-84.544509887695,MI
Haven House East Lansing Michigan,121 Whitehills Drive  East Lansing,Michigan,48823,42.74518203735,-84.483253479004,MI
The Harbor - Runaway and Homeless Youth Shelter Port Huron  Michigan,929 Pine Street  Port Huron ,Michigan,48060,42.973503112790006,-82.431610107422,MI
Gateway Community Services East Lansing Michigan,2875 Northwind Drive Ste 105 East Lansing,Michigan,48823,42.72497177,-84.4548111,MI
Oakbridge Inn LLC Clare  ,10100 S. Clare Ave Clare ,Michigan,48625,43.8408696,-84.7682049,MI
New Dawn Shelter of Gladwin County Gladwin Michigan,137 Commerce St Gladwin,Michigan,48624,43.9933308,-84.485708,MI
Hope at the Inn (HATI)  Escanaba Michigan,3001 Fifth Avenue South Escanaba,Michigan,49829,45.73946381,-87.0792312,MI
Delta County Alliance Against Violence & Abuse Escanaba Michigan,140 N. 26th Street Escanaba,Michigan,49829,45.74621200562,-87.084701538086,MI
River House Grayling Michigan,P.O. Box 661 Grayling,Michigan,49738,44.66140365601,-84.714752197266,MI
"HARA Allegan, MI Allegan Michigan",122nd Avenue Allegan,Michigan,4901,42.5789462,-85.8667341,MI
Awakenings Homeless Shelter Iron River Michigan,122 N 4th Ave Iron River,Michigan,49935,46.08962249755999,-88.64289855957001,MI
Room At The Inn - Marquette Homeless Shelter Marquette Michigan,347 Rock Street Marquette,Michigan,49855,46.5407038,-87.399684,MI
Joshua's House - Maternity Home Clare Michigan,508 E. 5th Street Clare,Michigan,48617,43.8186954,-84.759558,MI
OLHSA Livingston Human Service Agency Howell Michigan,2300 E. Grand River Avenue  Suite 107 Howell,Michigan,48843,42.59901428223,-83.907928466797,MI
Ozone House Ann Arbor Michigan,1705 Washtenaw Avenue Ann Arbor,Michigan,48104,42.271485,-83.7261993,MI
Breakthrough Believers Supportive Housing Program Grand Rapids Michigan,1014 Dunham St SE Grand Rapids,Michigan,49506,42.95073318481,-85.64380645752,MI
Skyline Outreach Detroit Michigan,18701 Grand River Ste 245 Detroit,Michigan,48223,42.40338898,-83.2255783,MI
New Path Homeless Shelter Detroit Michigan,400 Renaissance Center Detroit,Michigan,48243,42.329029,-83.039752,MI
COTS Detroit Michigan,26 Peterboro Detroit,Michigan,48201,42.34529877,-83.0574798,MI
Cass Community Social Services Detroit Michigan,11745 Rosa Parks Boulevard Detroit,Michigan,48206,42.34838104,-83.0625381,MI
Detroit Rescue Mission Detroit Michigan,150 Stimson Street Detroit,Michigan,48231,42.3455925,-83.0596313,MI
Mariners Inn Detroit Michigan,445 Ledyard Detroit,Michigan,48201,42.33986282349,-83.058036804199,MI
Rescue Mission Genesis II Detroit Michigan,2015 Webb Street Detroit,Michigan,48206,42.38516998291,-83.10785675048801,MI
NSO Tumaini Center Detroit Michigan,3430 Third St. Detroit,Michigan,48201,42.343879699709994,-83.064483642578,MI
Coffer Adult Foster Care Home Detroit Michigan,2541 Lamothe St Detroit,Michigan,48206,42.36259078979,-83.100929260254,MI
Covenant House Michigan Detroit Michigan,2959 Luther King Jr. Blvd. Detroit,Michigan,48208,42.348598480220005,-83.092399597168,MI
Derrick's Adult Foster Care Detroit Michigan,4885 Ivanhoe Detroit,Michigan,48204,42.35913848877,-83.12152099609399,MI
Wayne County Family Center Westland Michigan,30600 Michigan  Ave Westland,Michigan,48174,42.28679276,-83.3408889,MI
Mighty Voices of Hope Inc.  Detroit Michigan,7556 Wheeler St.  Detroit,Michigan,48210,42.34339523315,-83.144599914551,MI
Emergency Shelter Services  Inc. Benton Harbor Michigan,645 Pipestone Street Benton Harbor,Michigan,49022,42.106410980220005,-86.44500732421899,MI
